curve_ID,response_type,new name,response_type_group,treatment_1_type,treatment_1_group,treatment_2_type,treatment_2_group,experiment_design_notes
11,spontaneous-swimming-speed,routine-swimming-speed,swimming,NA,NA,NA,NA,"The spontaneous swimming speeds of randomly chosen fish were analysed using Logger Pro v.3.8.6 (Vernier software, Beaverton, OR, USA). In short, based on the dorsal view of the test subject, the x and y coordinates of the tip of the snout and the tip of the caudal fin was manually marked on the first frame. The geometric centre of one of the eyes was then marked on every 10th frame over no less than 150 frames. This provided a record of the change in the x and y coordinates over a period of no less than 5 s. The average rate of spontane ous swimming speeds (i.e. the cumulative distance swum in body length per second, bls1) was then calculated from the positional (x and y) data relative to the total length of the fish. Whenever possible, the source population of the fish (high or low latitude) was recorded based on the colour of the attached T-bar tags. Individuals that could not be identified to population level were recorded as unknown."
13,tail-beat-frequency,tail-beat-frequency,swimming,NA,NA,NA,NA,"The fish were divided into 4 experimental groups of 32 - 36 fish. The temperature was ramped by 1°C/day (starting from 20°C) until the experimental temperatures were reached: 15, 20, 25, and 30°C. The fish were allowed to acclimate to their temperatures for 30 days before trials. In each swimming trial, a fish was placed in the experimental arena and left to habituate for 24 h. Fish stress was avoided by controlling the equipment remotely. Before the formal Ucrit experiment, each group’s critical swimming speed (Ue) was predicted. A healthy and uninjured juvenile fish was placed in the swimming area and adapted at a low velocity of less than 0.5BL/s for 2h. The velocity was increased by 0.4BL/s every 2 min until the fish became fatigued and stopped moving. The △U (15% Ue) during the formal experiment was determined accordingly. When formal experiments were started, a juvenile fish was placed at a velocity of 0.5 BL/s for 30 min and then adjusted by 0.5 BL/s every 5 min, and 15% Ue was increased every 30 min after the 60% predicted value until the fish reached a state of exhaustion. The results were recorded, and the critical swimming speed (Ucrit) was calculated. The calculation formula is as follows: Ucrit = Ui - 1 + (T/△T ) x △U, where Ui-1 indicates the sub-high swimming speed of the fish before exhaustion. T indicates maximum swimming speed duration of the fish (less than 30 min), △T indicates 30 min, △U indicates 15% Ue predicted value, Urcrit indicates relative critical swimming speed, and BL indicates the fish body length. Maximum swimming speed was measured using the incremental flow velocity method. A fish was placed in the swimming area and habituated to a flow velocity of 0.5BL/s for 2 h. The flow velocity was gradually adjusted to 1BL/s, then was increased by 0.05 BL ever 15 s until the fish was fatigued and stopped swimming. The flow velocity at this point was considered to be the fish's maximum swimming speed. Tail beat frequency was calculated by replaying video footage and using the formula TBF = TBT/T, where TBT is the tail beat frequency of a fish during the observation and T is the time."
83,swimming-speed-critical-velocity,critical-swimming-speed,swimming,NA,NA,NA,NA,NA
84,maximum-angular-velocity,max-angular-velocity-escape-response,swimming,Acclimation,15,NA,NA,NA
85,maximum-angular-velocity,max-angular-velocity-escape-response,swimming,Acclimation,5,NA,NA,NA
86,maximum-length-specific-acceleration,max-acceleration-escape-response,swimming,Acclimation,15,NA,NA,NA
87,maximum-length-specific-acceleration,max-acceleration-escape-response,swimming,Acclimation,5,NA,NA,NA
88,maximum-length-specific-velocity,maximum-swimming-speed,swimming,Acclimation,15,NA,NA,NA
89,maximum-length-specific-velocity,maximum-swimming-speed,swimming,Acclimation,5,NA,NA,NA
90,routine-swimming-speed,routine-swimming-speed,swimming,NA,NA,Size,large,"Fish were acclimatized for 3 weeks in the laboratory before experiments started. There were six aquariums with 5 roach each and six aquariums with 2 perch. Treatment temperatures were 12, 15, 18, and 21°C (+/- 0.1). Prey densities  were 0.1, 0.3, 0.5, 1.0, 2.0, and 3.0 prey/L. The pret used was phantom midge (Chaoborus obscuripes). All experiments were carried out with hungry fish to standardize hunger levels. Before an experiment started the fish were confined to a smaller section of the aquarium by a partition. Then the prey was introduced and the experiment was initiated by removing the partitioning and allowing the fish to feed. To avoid satiation effects the experiment was terminated when no more than ten prey had been captured. Data recorded during the experiments were the swimming speed of the fish during feeding, number of attacks and number of successful captures during the experimental time. Only one fish in one aquarium was observed in each experiment rendering six replicates for each species per experiment (number of aquariums = 12). The test fish were re-used at different prey densities within temperatures but were changed between temperatures."
91,maximum-angular-velocity,max-angular-velocity-escape-response,swimming,Acclimation,15,NA,NA,NA
92,maximum-angular-velocity,max-angular-velocity-escape-response,swimming,Acclimation,5,NA,NA,NA
93,maximum-length-specific-acceleration,max-acceleration-escape-response,swimming,Acclimation,15,NA,NA,NA
94,maximum-length-specific-acceleration,max-acceleration-escape-response,swimming,Acclimation,5,NA,NA,NA
95,maximum-length-specific-velocity,maximum-swimming-speed,swimming,Acclimation,15,NA,NA,NA
96,maximum-length-specific-velocity,maximum-swimming-speed,swimming,Acclimation,5,NA,NA,NA
103,critical-swimming-speed,critical-swimming-speed,swimming,NA,small,NA,NA,NA
111,critical-swimming-speed,critical-swimming-speed,swimming,NA,NA,NA,NA,"Fish were sampled throughout each calendar season from the Colwater River in Quitman County, Mississippi. Fish were transported to the University of Mississippi and housed in similar conditions to the ones they were acclimated to in the field. Field temperatures (to which the fish were acclimated) were (from spring to winter): 21.3, 27.3, 16.2, and 6.7°C. In the lab, four temperatures and photoperiods were used for each season: 20°C & 12L:12D (spring); 27°C & 15L:9D (summer); 17°C & 12L:12:d (fall); 10°C & 10L:14D (winter). Fish were tested 1-4 days after capture. Specifically (again from spring to winter), the groups of fish were held for: 3.6, 1.4, 3.1, and 2.6 days. Swimming trials were conducted in a swim tunnel respirometer. Before testing, fish were allowed a 15-20 hour habituation period to the swim tunnel, during which the water velocity in the tunnel was 5 cm/s. During the swim experiment, overhead lighting in the swimming tunnel room remained on until the fish fatigued; therefore, some individuals experienced an additional 2-3 h of light. A variation of the standard critical swimming speed protocol described by Brett (1964) was applied. That is, a 30-minute rest period was allowed between each velocity increment such that the respirometer could be replenished with oxygen. The modified protocol began at a water velocity of 10 cm/s, followed by stepwise increases of 10 cm/s after successful completion of each bout. These increases continued until the fish fatigued. Each buffalo was only tested once. Ucrit was calculated as outlined by Brett (1964): ucrit = U1 + (U2)(t1/t2). VO2s were monitored for 1 hour at each speed increment until the fish fatigued. Active metablolic rates were measured, and standard metabolic rates were estimed by extrapolating the relationship between speed and VO2 to zero activity/zero swim speed."
143,Ucrit,critical-swimming-speed,swimming,NA,NA,NA,NA,NA
150,critical swimming speed,critical-swimming-speed,swimming,NA,NA,NA,NA,NA
151,optimal swimming speed,optimal-swimming-speed,swimming,NA,NA,NA,NA,"Gross cost of transport (COTgross) is the total energy required for a fish to travel a given distance and provides an estimate of swimming efficiency. The lower the COT, the more efficient the swimming.  Some calculus on Eq. 7 yields optimum swimming velocity (i.e., the swimming velocity at which COTgross is minimized)"
153,critical swimming speed,critical-swimming-speed,swimming,NA,NA,NA,NA,NA
154,optimal swimming speed,optimal-swimming-speed,swimming,NA,NA,NA,NA,"Gross cost of transport (COTgross) is the total energy required for a fish to travel a given distance and provides an estimate of swimming efficiency. The lower the COT, the more efficient the swimming.  Some calculus on Eq. 7 yields optimum swimming velocity (i.e., the swimming velocity at which COTgross is minimized)"
167,routine-swimming-speed,routine-swimming-speed,swimming,NA,NA,Size,large,"Fish were acclimatized for 3 weeks in the laboratory before experiments started. There were six aquariums with 5 roach each and six aquariums with 2 perch. Treatment temperatures were 12, 15, 18, and 21°C (+/- 0.1). Prey densities  were 0.1, 0.3, 0.5, 1.0, 2.0, and 3.0 prey/L. The pret used was phantom midge (Chaoborus obscuripes). All experiments were carried out with hungry fish to standardize hunger levels. Before an experiment started the fish were confined to a smaller section of the aquarium by a partition. Then the prey was introduced and the experiment was initiated by removing the partitioning and allowing the fish to feed. To avoid satiation effects the experiment was terminated when no more than ten prey had been captured. Data recorded during the experiments were the swimming speed of the fish during feeding, number of attacks and number of successful captures during the experimental time. Only one fish in one aquarium was observed in each experiment rendering six replicates for each species per experiment (number of aquariums = 12). The test fish were re-used at different prey densities within temperatures but were changed between temperatures."
168,swimming-speed,routine-swimming-speed,swimming,Ration,high,NA,NA,"At the conclusion of experiments conducted in 1999, groups were randomly selected for measurement of swimming activity levels. Prior to final length and weight measurements, groups were transferred to circular (122 cm diameter), 340 l tanks filled with water of the same temperature used during growth evaluation. After a 30 min acclimation period, groups were video- taped with overhead cameras. There were 4 replicate groups from each ration/temperature treatment, with the exception of the 24°C treatment, which had only 1 tank with survivors in the high ration treatment. Each group was filmed for 1 h; no food was present during filming. Videotapes were analyzed with an image analysis system using a digitizing pen to trace the movement of individual fish. Each fish of a pair was tracked for 30 s, with 4 sets of observations at approxi- mately 10 min intervals. Due to the shallow water depth (30 cm), movement occurred primarily in the horizontal plane, justifying use of the overhead 2- dimensional video image to assess activity. The average speed of fish (body lengths s–1) moving through the tank was calculated for each interval and averaged overall for each group."
169,swimming-speed,routine-swimming-speed,swimming,Ration,low,NA,NA,"At the conclusion of experiments conducted in 1999, groups were randomly selected for measurement of swimming activity levels. Prior to final length and weight measurements, groups were transferred to circular (122 cm diameter), 340 l tanks filled with water of the same temperature used during growth evaluation. After a 30 min acclimation period, groups were video- taped with overhead cameras. There were 4 replicate groups from each ration/temperature treatment, with the exception of the 24°C treatment, which had only 1 tank with survivors in the high ration treatment. Each group was filmed for 1 h; no food was present during filming. Videotapes were analyzed with an image analysis system using a digitizing pen to trace the movement of individual fish. Each fish of a pair was tracked for 30 s, with 4 sets of observations at approxi- mately 10 min intervals. Due to the shallow water depth (30 cm), movement occurred primarily in the horizontal plane, justifying use of the overhead 2- dimensional video image to assess activity. The average speed of fish (body lengths s–1) moving through the tank was calculated for each interval and averaged overall for each group."
192,U-crit,critical-swimming-speed,swimming,Acclimation,14,NA,NA,"Swimming performance was measured as the critical sustained swimming speed (Ucrit; Brett 1965) in an oval doughnut-shaped flume (2.32 m long # 1.10 m wide [0.32 m width of the swimming lane] # 0.70 m deep). During swimming trials, fish were individually contained in a restricted space (0.41 m long # 0.32 m wide # 0.70 m deep) within which laminar flow was approximated by a series of baffles. Unidirectional flow was produced by an electric outboard motor (Riptide RT40, Minn Kota, Mankato, MN), which was regulated with a variable DC power supply (MP3090, Powertech, Melbourne). Flow was proportional to the voltage output of the power sup- ply, and the power supply settings were calibrated using a flow probe (FP101, GlobalWater, Gold River, CA; sensitive to 0.01 m s1) so that voltage output could be related to water velocity in the restricted swimming space. The flume was situated in a temperature-controlled room, and water temperature was ad- ditionally regulated by two immersion heaters (Julabo Ther- momix, Seelbach, Germany). Fish were introduced into the flume enclosure for 10 min before experimen- tation to equilibrate body temperature to water temperature (Seebacher 1999). Each fish was swum at 12, 14, 17, 22, and 26C, with at least 24 h between swimming trials. The order of test temperature at which fish were swum was randomly allocated (Hammill et al. 2004). The body length (mouth to caudal fin tip) of each fish was measured after swimming trials, and recovery MO2 measurements and Ucrit were corrected for body length (BL) and presented as BL s1. A fish was considered to be fatigued when it could no longer hold its position in the water column after a gentle prod with a plastic rod."
193,U-crit,critical-swimming-speed,swimming,Acclimation,17,NA,NA,"Swimming performance was measured as the critical sustained swimming speed (Ucrit; Brett 1965) in an oval doughnut-shaped flume (2.32 m long # 1.10 m wide [0.32 m width of the swimming lane] # 0.70 m deep). During swimming trials, fish were individually contained in a restricted space (0.41 m long # 0.32 m wide # 0.70 m deep) within which laminar flow was approximated by a series of baffles. Unidirectional flow was produced by an electric outboard motor (Riptide RT40, Minn Kota, Mankato, MN), which was regulated with a variable DC power supply (MP3090, Powertech, Melbourne). Flow was proportional to the voltage output of the power sup- ply, and the power supply settings were calibrated using a flow probe (FP101, GlobalWater, Gold River, CA; sensitive to 0.01 m s1) so that voltage output could be related to water velocity in the restricted swimming space. The flume was situated in a temperature-controlled room, and water temperature was ad- ditionally regulated by two immersion heaters (Julabo Ther- momix, Seelbach, Germany). Fish were introduced into the flume enclosure for 10 min before experimen- tation to equilibrate body temperature to water temperature (Seebacher 1999). Each fish was swum at 12, 14, 17, 22, and 26C, with at least 24 h between swimming trials. The order of test temperature at which fish were swum was randomly allocated (Hammill et al. 2004). The body length (mouth to caudal fin tip) of each fish was measured after swimming trials, and recovery MO2 measurements and Ucrit were corrected for body length (BL) and presented as BL s1. A fish was considered to be fatigued when it could no longer hold its position in the water column after a gentle prod with a plastic rod."
194,U-crit,critical-swimming-speed,swimming,Acclimation,22,NA,NA,"Swimming performance was measured as the critical sustained swimming speed (Ucrit; Brett 1965) in an oval doughnut-shaped flume (2.32 m long # 1.10 m wide [0.32 m width of the swimming lane] # 0.70 m deep). During swimming trials, fish were individually contained in a restricted space (0.41 m long # 0.32 m wide # 0.70 m deep) within which laminar flow was approximated by a series of baffles. Unidirectional flow was produced by an electric outboard motor (Riptide RT40, Minn Kota, Mankato, MN), which was regulated with a variable DC power supply (MP3090, Powertech, Melbourne). Flow was proportional to the voltage output of the power sup- ply, and the power supply settings were calibrated using a flow probe (FP101, GlobalWater, Gold River, CA; sensitive to 0.01 m s1) so that voltage output could be related to water velocity in the restricted swimming space. The flume was situated in a temperature-controlled room, and water temperature was ad- ditionally regulated by two immersion heaters (Julabo Ther- momix, Seelbach, Germany). Fish were introduced into the flume enclosure for 10 min before experimen- tation to equilibrate body temperature to water temperature (Seebacher 1999). Each fish was swum at 12, 14, 17, 22, and 26C, with at least 24 h between swimming trials. The order of test temperature at which fish were swum was randomly allocated (Hammill et al. 2004). The body length (mouth to caudal fin tip) of each fish was measured after swimming trials, and recovery MO2 measurements and Ucrit were corrected for body length (BL) and presented as BL s1. A fish was considered to be fatigued when it could no longer hold its position in the water column after a gentle prod with a plastic rod."
207,maximum-swimming-velocity,burst-swim-speed,swimming,NA,NA,NA,NA,"Burst-swimming performance was assessed by videotaping at least four swimming sequences for each individual at each temperature. Burst-swimming responses were elicited by placing adults in a swimming arena and tapping their dorsal surface with a ®ne probe, usually resulting in a C-start and several propulsive strokes <one startle response). Only startle responses from a stationary position that produced C-start responses were used in the analysis of burst swimming performance. Burst-swimming sequences were videotaped in a temperature controlled <M0.5°C) 1.00 m  ́ 0.40 m  ́ 0.25 m deep Perspex tank. Swimming responses were videotaped by recording the image at an angle of 90° above the arena using a ±1 video camera recording at 50 frames  was analysed to determine the maximum velocity <Umax distance moved throughout the initial 200 ms <D 200 taken to reach U max <T-Umax). We used a Hitachi video recorder <Model VT-L1000E) to play back the re- corded sequences frame by frame, with the image projected onto a 1.5 m  ́ 1.5 m screen. The approximate centre of mass of each ®sh <one-third the length of the total length) was manually digitised for each frame during a startle response, with the distance be- tween each mark measured. The start of a swimming sequence was deened as the frame immediately preceding the frame where movement was first detected, with the movement of the sh measured each frame for 300 ms. Velocity of the ®sh was deter mined by calculating the distance moved between each frame <i.e. 20 ms). The fastest of the swimming sequences analysed for each individual at each temperature was used as a measure of their maximum burst swimming performance. "
208,maximum-swimming-velocity,burst-swim-speed,swimming,NA,NA,NA,NA,"Burst-swimming performance was assessed by videotaping at least four swimming sequences for each individual at each temperature. Burst-swimming responses were elicited by placing adults in a swimming arena and tapping their dorsal surface with a ®ne probe, usually resulting in a C-start and several propulsive strokes <one startle response). Only startle responses from a stationary position that produced C-start responses were used in the analysis of burst swimming performance. Burst-swimming sequences were videotaped in a temperature controlled <M0.5°C) 1.00 m  ́ 0.40 m  ́ 0.25 m deep Perspex tank. Swimming responses were videotaped by recording the image at an angle of 90° above the arena using a ±1 video camera recording at 50 frames  was analysed to determine the maximum velocity <Umax distance moved throughout the initial 200 ms <D 200 taken to reach U max <T-Umax). We used a Hitachi video recorder <Model VT-L1000E) to play back the re- corded sequences frame by frame, with the image projected onto a 1.5 m  ́ 1.5 m screen. The approximate centre of mass of each ®sh <one-third the length of the total length) was manually digitised for each frame during a startle response, with the distance be- tween each mark measured. The start of a swimming sequence was deened as the frame immediately preceding the frame where movement was first detected, with the movement of the sh measured each frame for 300 ms. Velocity of the ®sh was deter mined by calculating the distance moved between each frame <i.e. 20 ms). The fastest of the swimming sequences analysed for each individual at each temperature was used as a measure of their maximum burst swimming performance. "
209,maximum-swimming-velocity,burst-swim-speed,swimming,NA,NA,NA,NA,"Burst-swimming performance was assessed by videotaping at least four swimming sequences for each individual at each temperature. Burst-swimming responses were elicited by placing adults in a swimming arena and tapping their dorsal surface with a ®ne probe, usually resulting in a C-start and several propulsive strokes <one startle response). Only startle responses from a stationary position that produced C-start responses were used in the analysis of burst swimming performance. Burst-swimming sequences were videotaped in a temperature controlled <M0.5°C) 1.00 m  ́ 0.40 m  ́ 0.25 m deep Perspex tank. Swimming responses were videotaped by recording the image at an angle of 90° above the arena using a ±1 video camera recording at 50 frames  was analysed to determine the maximum velocity <Umax distance moved throughout the initial 200 ms <D 200 taken to reach U max <T-Umax). We used a Hitachi video recorder <Model VT-L1000E) to play back the re- corded sequences frame by frame, with the image projected onto a 1.5 m  ́ 1.5 m screen. The approximate centre of mass of each ®sh <one-third the length of the total length) was manually digitised for each frame during a startle response, with the distance be- tween each mark measured. The start of a swimming sequence was deened as the frame immediately preceding the frame where movement was first detected, with the movement of the sh measured each frame for 300 ms. Velocity of the ®sh was deter mined by calculating the distance moved between each frame <i.e. 20 ms). The fastest of the swimming sequences analysed for each individual at each temperature was used as a measure of their maximum burst swimming performance. "
211,maximum-burst-speed,burst-swim-speed,swimming,NA,NA,NA,NA,"Mating and swimming trials were conducted at 14, 18, 22, 26, 30, 34, and 38°C, with individual fish used for only one performance measure (mating or swimming) at one temperature. Experimental fish were exposed to an acute change in temperature at a rate that did not exceed 4°C/h. Swimming/mating performance was assessed at least 10 min (no more than 1h) after the test temperature was reached to ensure that the animals had equilibrated with the aquarium temperature. Mating behaviour of each male was assessed during a 10-min observation period. During this time, the male was in an aquarium containing six mature females. Separate groups of sex female G holbrooki with total body lengths of 3.7 -- 4.5 cm were selected for each male observation period. Groups of six were chosen to ensure that females were not stressed and no single female was continuously harassed. Only nonvirgin females that had not given birth during the previous 5 days were used, since postpartum females may affect male behaviour. Before observations, females were allowed to settle in the observation tank for 30 minutes prior to the introduction of the male fish. Males were randomly selected from host tanks. The observation period was started when the male first began to follow one of the females. During the observation period, several mating behaviours were recorded and entered into the Behavioural software program ETHOM 1.0. Recorded variables were: total time each male spent following all females combined, and the total number of unsuccessful mating attempts and successful copulations. Total # of mating attempts included both unsuccessful mating attempts and successful copulations. Burst swimming performance was assessed by filming at least five startle responses for each individual with a high-speed digital camera. Swimming responses were elicited by tapping the side of the tank. Swimming sequences were filmed by recording the image at an angle of 90° below the glass-bottomed aquarium. The Redlake software packaged was used for analysis of the startle responses. Sequences were replayed frame by frame and the centre region of the head was digitized. The distance moved by individual fish between each successive frame for each startle response sequence was determined, followed by  instantaneous measures of velocity. The fastest of the swimming sequences analysed for each individual was used as a measure of its maximum burst swimming performance. Effects of temperature on the speeds of males during copulation attempts were also examined: individual males were placed into the same filming arena with two adult females, and their mating behaviour was recorded. Distance moved by each male between each frame during mating attempts was determined. Velocity measurements were based on the digitization of the centre point of the head for each male. Maximal approach speed was calculated bu taking the maximum instantaneous speed recorded during each sequence. For these swimming trials, 10 fish were observed at each temperature (n = 70)."
241,routine-swimming-performance,routine-swimming-speed,swimming,Ration,with-food,NA,NA,"Routine swimming performance measured as distance swum in 60 seconds using a grid marked on the tank wall. Conducted both with food present (Chaoborus prey) and without food. To control for daily variation in activity, all “no food” trials were conducted at 10 a.m."
242,routine-swimming-performance,routine-swimming-speed,swimming,Ration,without-food,NA,NA,"Routine swimming performance measured as distance swum in 60 seconds using a grid marked on the tank wall. Conducted both with food present (Chaoborus prey) and without food. To control for daily variation in activity, all “no food” trials were conducted at 10 a.m."
244,routine-swimming-performance,routine-swimming-speed,swimming,Ration,with-food,NA,NA,"Routine swimming performance measured as distance swum in 60 seconds using a grid marked on the tank wall. Conducted both with food present (Chaoborus prey) and without food. To control for daily variation in activity, all “no food” trials were conducted at 10 a.m."
246,routine-swimming-performance,routine-swimming-speed,swimming,Ration,without-food,NA,NA,"Routine swimming performance measured as distance swum in 60 seconds using a grid marked on the tank wall. Conducted both with food present (Chaoborus prey) and without food. To control for daily variation in activity, all “no food” trials were conducted at 10 a.m."
261,u-crit,critical-swimming-speed,swimming,Acclimation,23,NA,NA,Juvenile F1 fish were placed in swim tunnel respirometers and exposed to progressively increasing water speeds until fatigue. Critical swimming speed (Ucrit) was measured to assess swimming performance.
262,u-crit,critical-swimming-speed,swimming,Acclimation,29,NA,NA,Juvenile F1 fish were placed in swim tunnel respirometers and exposed to progressively increasing water speeds until fatigue. Critical swimming speed (Ucrit) was measured to assess swimming performance.
263,u-crit,critical-swimming-speed,swimming,Acclimation,23,NA,NA,Juvenile F1 fish were placed in swim tunnel respirometers and exposed to progressively increasing water speeds until fatigue. Critical swimming speed (Ucrit) was measured to assess swimming performance.
264,u-crit,critical-swimming-speed,swimming,Acclimation,29,NA,NA,Juvenile F1 fish were placed in swim tunnel respirometers and exposed to progressively increasing water speeds until fatigue. Critical swimming speed (Ucrit) was measured to assess swimming performance.
332,swimming-speed,routine-swimming-speed,swimming,Photoperiod,dark,Ration,feeding,NA
344,swimming-speed,routine-swimming-speed,swimming,Photoperiod,dark,Ration,refeeding,NA
352,swimming-speed,routine-swimming-speed,swimming,Photoperiod,dark,Ration,starved,NA
353,swimming-speed,routine-swimming-speed,swimming,Photoperiod,light,Ration,feeding,NA
354,swimming-speed,routine-swimming-speed,swimming,Photoperiod,light,Ration,refeeding,NA
355,swimming-speed,routine-swimming-speed,swimming,Photoperiod,light,Ration,starved,NA
365,caudal-fin-beat-frequency-at-maximal-undulatory-swimming-speed,tail-beat-frequency,swimming,Oxygen,normal-oxygen,NA,NA,"Swimming experiments were carried out at 14, 18, 22, 26 and 30°C in a sealable, recirculating flume. Ambient temperature in the room housing the flume was 22°C. Swimming experiments were carried out at all temperatures in air saturated water, and additionally at 30°C with the dissolved oxygen content elevated to 12.0 mg/L by bubbling 100% oxygen into the water via an air stone. The large volume of water in the flume meant that rapid temperature changes could not be applied using the heaters or chiller. Rates of temperature change were limited to approximately 1°C per hour. Consequently fish could not be exposed to an instantaneous temperature change while in the flume. Exposure to slow temperature changes was undesirable, as this had the potential to allow for at least partial acclimation to temperatures other than Ta. Video sequences were recorded using a Sony HDR HC-3 camcorder at a frame rate of 120 Hz at speeds ranging from 8.4 to a maximum of 51.1·cm·s–1 (0.44–2.68·l·s–1), the upper limit varying with water temperature. Under each set of conditions speed was increased from 8.4·cm·s–1 (0.44·l·s–1) in approximately 4·cm·s–1 (0.21·l·s–1) increments. At each speed the fish was allowed to swim for 5·min before video recording was started. The same group of fish was used for measurements of maximal swimming performance. A protocol involving incremental changes in swimming speed was used to establish Umax using the same group of fish for which kinematic data were obtained. Starting at 8.4·cm·s–1, speed was increased in 4·cm·s–1 increments and maintained at a given level for 10·min between increments. Speed increases continued until the fish could no longer maintain position in the flume. Umax (in cm·s–1)=Ufin+4(T/Tint), where Ufin (in cm·s–1) was the speed of the final interval at which steady swimming could be maintained and TInt was the time interval between speed increments. This test was not equivalent to a critical swimming speed (Ucrit) test. The aim was to determine maximal aerobically supported performance in a similar manner to Claireaux et al. (Claireaux et al., 2006)."
366,maximum-labriform-swimming-speed,maximum-swimming-speed,swimming,Oxygen,normal-oxygen,NA,NA,"Swimming experiments were carried out at 14, 18, 22, 26 and 30°C in a sealable, recirculating flume. Ambient temperature in the room housing the flume was 22°C. Swimming experiments were carried out at all temperatures in air saturated water, and additionally at 30°C with the dissolved oxygen content elevated to 12.0 mg/L by bubbling 100% oxygen into the water via an air stone. The large volume of water in the flume meant that rapid temperature changes could not be applied using the heaters or chiller. Rates of temperature change were limited to approximately 1°C per hour. Consequently fish could not be exposed to an instantaneous temperature change while in the flume. Exposure to slow temperature changes was undesirable, as this had the potential to allow for at least partial acclimation to temperatures other than Ta. Video sequences were recorded using a Sony HDR HC-3 camcorder at a frame rate of 120 Hz at speeds ranging from 8.4 to a maximum of 51.1·cm·s–1 (0.44–2.68·l·s–1), the upper limit varying with water temperature. Under each set of conditions speed was increased from 8.4·cm·s–1 (0.44·l·s–1) in approximately 4·cm·s–1 (0.21·l·s–1) increments. At each speed the fish was allowed to swim for 5·min before video recording was started. The same group of fish was used for measurements of maximal swimming performance. A protocol involving incremental changes in swimming speed was used to establish Umax using the same group of fish for which kinematic data were obtained. Starting at 8.4·cm·s–1, speed was increased in 4·cm·s–1 increments and maintained at a given level for 10·min between increments. Speed increases continued until the fish could no longer maintain position in the flume. Umax (in cm·s–1)=Ufin+4(T/Tint), where Ufin (in cm·s–1) was the speed of the final interval at which steady swimming could be maintained and TInt was the time interval between speed increments. This test was not equivalent to a critical swimming speed (Ucrit) test. The aim was to determine maximal aerobically supported performance in a similar manner to Claireaux et al. (Claireaux et al., 2006)."
367,maximum-labriform-swimming-speed,maximum-swimming-speed,swimming,Oxygen,normal-oxygen,NA,NA,"Swimming experiments were carried out at 14, 18, 22, 26 and 30°C in a sealable, recirculating flume. Ambient temperature in the room housing the flume was 22°C. Swimming experiments were carried out at all temperatures in air saturated water, and additionally at 30°C with the dissolved oxygen content elevated to 12.0 mg/L by bubbling 100% oxygen into the water via an air stone. The large volume of water in the flume meant that rapid temperature changes could not be applied using the heaters or chiller. Rates of temperature change were limited to approximately 1°C per hour. Consequently fish could not be exposed to an instantaneous temperature change while in the flume. Exposure to slow temperature changes was undesirable, as this had the potential to allow for at least partial acclimation to temperatures other than Ta. Video sequences were recorded using a Sony HDR HC-3 camcorder at a frame rate of 120 Hz at speeds ranging from 8.4 to a maximum of 51.1·cm·s–1 (0.44–2.68·l·s–1), the upper limit varying with water temperature. Under each set of conditions speed was increased from 8.4·cm·s–1 (0.44·l·s–1) in approximately 4·cm·s–1 (0.21·l·s–1) increments. At each speed the fish was allowed to swim for 5·min before video recording was started. The same group of fish was used for measurements of maximal swimming performance. A protocol involving incremental changes in swimming speed was used to establish Umax using the same group of fish for which kinematic data were obtained. Starting at 8.4·cm·s–1, speed was increased in 4·cm·s–1 increments and maintained at a given level for 10·min between increments. Speed increases continued until the fish could no longer maintain position in the flume. Umax (in cm·s–1)=Ufin+4(T/Tint), where Ufin (in cm·s–1) was the speed of the final interval at which steady swimming could be maintained and TInt was the time interval between speed increments. This test was not equivalent to a critical swimming speed (Ucrit) test. The aim was to determine maximal aerobically supported performance in a similar manner to Claireaux et al. (Claireaux et al., 2006)."
368,maximum-undulatory-swimming-speed,maximum-swimming-speed,swimming,Oxygen,normal-oxygen,NA,NA,"Swimming experiments were carried out at 14, 18, 22, 26 and 30°C in a sealable, recirculating flume. Ambient temperature in the room housing the flume was 22°C. Swimming experiments were carried out at all temperatures in air saturated water, and additionally at 30°C with the dissolved oxygen content elevated to 12.0 mg/L by bubbling 100% oxygen into the water via an air stone. The large volume of water in the flume meant that rapid temperature changes could not be applied using the heaters or chiller. Rates of temperature change were limited to approximately 1°C per hour. Consequently fish could not be exposed to an instantaneous temperature change while in the flume. Exposure to slow temperature changes was undesirable, as this had the potential to allow for at least partial acclimation to temperatures other than Ta. Video sequences were recorded using a Sony HDR HC-3 camcorder at a frame rate of 120 Hz at speeds ranging from 8.4 to a maximum of 51.1·cm·s–1 (0.44–2.68·l·s–1), the upper limit varying with water temperature. Under each set of conditions speed was increased from 8.4·cm·s–1 (0.44·l·s–1) in approximately 4·cm·s–1 (0.21·l·s–1) increments. At each speed the fish was allowed to swim for 5·min before video recording was started. The same group of fish was used for measurements of maximal swimming performance. A protocol involving incremental changes in swimming speed was used to establish Umax using the same group of fish for which kinematic data were obtained. Starting at 8.4·cm·s–1, speed was increased in 4·cm·s–1 increments and maintained at a given level for 10·min between increments. Speed increases continued until the fish could no longer maintain position in the flume. Umax (in cm·s–1)=Ufin+4(T/Tint), where Ufin (in cm·s–1) was the speed of the final interval at which steady swimming could be maintained and TInt was the time interval between speed increments. This test was not equivalent to a critical swimming speed (Ucrit) test. The aim was to determine maximal aerobically supported performance in a similar manner to Claireaux et al. (Claireaux et al., 2006)."
