initial,study_ID,species_ID,origin,note,data_source,fig_file_name,extraction_method,data_type,animal_maintenance_notes,field_or_lab,n_temps,cohort_ID,individual_ID,metric_body_length,mean_body_length,individual_body_length,body_length_units,mean_body_length_error,mean_body_length_error_units,min_body_length,max_body_length,individual_body_mass,mean_body_mass,body_mass_units,mean_body_mass_error,mean_body_mass_upper_error,mean_body_mass_lower_error,mean_body_mass_error_units,body_mass_min,body_mass_max,initial_mean_body_length,initial_mean_body_length_unit,initial_mean_body_length_error,initial_mean_body_length_error_unit,initial_mean_body_mass,initial_mean_body_mass_unit,initial_mean_body_mass_error,initial_mean_body_mass_error_unit,body_mass_type,sex,mean_age,mean_age_unit,mean_age_error,mean_age_error_unit,number_of_fish_per_tank,number_of_observations_on_which_the_reported_mean_and_error_is_calculated,number_of_independent_replicates_of_treatment_temperature (this will be 1 if pseudoreplicated or every tank was entered on a separate line),notes_about_sample_size_and_replication,percent_survival,percent_survival_error,percent_survival_error_unit,initial_sample_size,final_sample_size,acclim_time_total_days,acclim_time_min_days,acclim_time_max_days,acclim_time_median,post_acclim_exposure_duration,post_acclim_exposure_duration_unit,duration_of_study_days,acclim_time_error,acclim_time_error_unit,acclim_temp,acclim_temp_error,acclim_temp_error_unit,test_temp,test_temp_error,test_temp_error_unit,temp_units,curve_type,life_stage_manip,life_stage_tested,response_desc,response_type,experiment_design_notes,treatment_1_type,treatment_1_group,treatment_1_group_units,treatment_1_group_error,treatment_1_group_error_units,treatment_2_type,treatment_2_group,treatment_2_group_units,treatment_2_group_error,treatment_2_group_error_units,response_ind,response_mode,response_median,response_mean,response_unit,equation_used,response_error,response_upper_error,response_lower_error,response_error_unit,min_response,max_response,latitude,longitude,lat_long_units,lat_long_method,collection_site,habitat,habitat_source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-B,1_0001-B-6,n/a,9.1,n/a,cm,0.04,SE,n/a,n/a,,6.27,g,0.27,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,15,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.646,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-B,1_0001-B-7,n/a,9.1,n/a,cm,0.04,SE,n/a,n/a,,6.27,g,0.27,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,15,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.71,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-1,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.473,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-2,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.632,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-3,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.686,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-4,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.76,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-5,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.803,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-6,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.952,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-7,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.026,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-8,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.122,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-9,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.154,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-C,1_0001-C-10,n/a,10.7,n/a,cm,0.06,SE,n/a,n/a,,11.04,g,0.16,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,20,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.281,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-D,1_0001-D-1,n/a,9.9,n/a,cm,0.06,SE,n/a,n/a,,8.44,g,0.23,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,25,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.715,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-D,1_0001-D-2,n/a,9.9,n/a,cm,0.06,SE,n/a,n/a,,8.44,g,0.23,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,25,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.96,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
HM,1_0001,SP1,captivity,n/a,figure,Zeng_et_al_2009_fig1,webplotdigitizer,published,"were kept in dechlorinated, 20 °C, fully aerated tap water tanks for 1 month before the experiment. The fish were fed to satiation once every 2 days at 20:00 with cutlets of fresh ox liver. The uneaten food and feces were cleared using a siphon 1 h after feeding. After being held in 20°C water for 1 month,fish were divided into five groups and transferred to five acclimation tanks. The water temperature was initially 20°C and was then adjusted by 1°C per day until the target temperature was reached. The fish were maintained at this experimental temperature for 2 weeks and were fed to satiation every 2 days during the acclimation period. fish were not fed for 2 days before measuring Ucrit",lab,5,1_0001-D,1_0001-D-3,n/a,9.9,n/a,cm,0.06,SE,n/a,n/a,,8.44,g,0.23,n/a,n/a,SE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,226,1,1,"After being held in 20 °C water for 1 month, five groups of juvenile southern catfish (n=226 for all treatment groups) were transferred from the general holding tanks to each of the five acclimation tanks (length × width × height, 1.5 m×0.6 m×0.5 m). ",n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,25,n/a,n/a,C,batch-acclim,juvenile,juvenile,swim,relative-critical-swimming-speed,gravity-driving swimming tunnels; An individual fish was transferred from the acclimation tank to the swimming performance apparatus and held for 1 h at 0.5 BL s− 1 water speed for acclimation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.13,n/a,n/a,n/a,BL/s,Ucrit=V+(t/T)V,n/a,n/a,n/a,n/a,n/a,n/a,29.566162,106.544409,decimal-degrees,estimated,"Jialing River, Chongqing City, China",river,source
